trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
25,False,"{'a': 0.5, 'e': 0.9992298176337894}",25,0,-253.34956456848906,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 5}",0
26,False,"{'a': 0.5, 'e': 0.9991669794795627}",25,0,-111.52723524641264,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.9991016784791542}",20,0,-110.57123434493789,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.9990339147935242}",25,0,-171.1479216545721,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.9989636885897035}",20,0,-121.44457008505805,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.9988910000407927}",25,0,-109.69865096772536,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.9988158493259616}",20,9,-100.31474613176523,"{0: 4, 1: 4, 2: 1, 3: 0, 4: 2}",1
32,False,"{'a': 0.5, 'e': 0.998738236630449}",30,0,-127.65864426935782,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.9986581621455628}",30,0,-44.01599056834411,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.9985756260686783}",25,0,-164.95966783871177,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.9984906286032388}",20,15,1.184274396810411,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.9984031699587543}",30,0,-130.7835368168915,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.9983132503508017}",25,0,-139.97366114282482,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.9982208700010238}",20,0,-113.80979001318829,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9981260291371287}",25,0,-169.05988463394567,"{0: 10, 1: 6, 2: 4, 3: 4, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9980287279928899}",20,0,-86.66684711218079,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9979289668081447}",25,0,-225.35443044262064,"{0: 8, 1: 4, 2: 8, 3: 3, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9978267458287945}",20,0,-148.00399779730552,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.9977220653068037}",25,0,-115.47017635714948,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9976149255001993}",25,0,-281.49450541091744,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 5}",0
45,False,"{'a': 0.5, 'e': 0.9975053266730701}",20,0,-67.2400893338911,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.9973932690955664}",30,0,-173.24037021922138,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.9972787530438985}",25,0,-159.7993220600195,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.9971617788003372}",20,0,-42.5847060219062,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.9970423466532122}",30,0,-200.77581107102532,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
50,False,"{'a': 0.5, 'e': 0.9969204568969118}",25,0,-140.83095158301236,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.9967961098318819}",20,0,-96.23446235529484,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9966693057646256}",25,1,-124.17494493432318,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 2}",1
53,False,"{'a': 0.5, 'e': 0.9965400450077021}",30,0,-314.2754373432902,"{0: 14, 1: 0, 2: 9, 3: 2, 4: 5}",0
54,False,"{'a': 0.5, 'e': 0.9964083278797263}",20,5,-54.292816609827554,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.9962741547053676}",20,0,-0.4174505059102309,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.9961375258153493}",25,0,-171.58440059405015,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.995998441546448}",35,0,-267.5323432088217,"{0: 17, 1: 2, 2: 10, 3: 3, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.9958569022414925}",30,0,-230.42480785305713,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
59,False,"{'a': 0.5, 'e': 0.9957129082493628}",20,0,-81.22411283454639,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9955664599249897}",20,0,-102.56345735013848,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9954175576293536}",20,0,-94.0606135730944,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.9952662017294838}",35,0,-122.88874779494174,"{0: 20, 1: 5, 2: 8, 3: 2, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.9951123925984571}",25,0,-96.59816578210827,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.9949561306153978}",20,0,-91.16241146196164,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.9947974161654759}",20,0,-116.66896524803639,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.9946362496399065}",20,0,-212.07251710720698,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
67,False,"{'a': 0.5, 'e': 0.9944726314359491}",20,0,-164.23996177805873,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
68,False,"{'a': 0.5, 'e': 0.9943065619569059}",20,0,-184.8596184017547,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
69,False,"{'a': 0.5, 'e': 0.9941380416121215}",25,0,-276.5895341610263,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 5}",0
70,False,"{'a': 0.5, 'e': 0.9939670708169818}",25,0,-123.69478803956808,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.9937936499929124}",20,8,-106.9905502009828,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 2}",1
72,False,"{'a': 0.5, 'e': 0.9936177795673784}",25,0,-185.29337520032612,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9934394599738825}",25,0,-232.16344827485383,"{0: 9, 1: 5, 2: 6, 3: 2, 4: 3}",0
74,False,"{'a': 0.5, 'e': 0.9932586916519648}",20,0,-165.57073915547966,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.993075475047201}",20,0,-52.72644411026736,"{0: 15, 1: 2, 2: 0, 3: 3, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.9928898106112014}",20,0,-69.19682167382972,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9927016988016104}",25,12,-68.95431381598735,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.9925111400821046}",20,0,-116.62183698825235,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.9923181349223922}",30,0,-129.85477105078036,"{0: 16, 1: 2, 2: 10, 3: 2, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.9921226837982114}",35,0,-165.1717825875469,"{0: 24, 1: 2, 2: 4, 3: 3, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.9919247871913297}",20,0,-28.28684741725869,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.9917244455895422}",20,0,-87.04299825448626,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9915216594866709}",25,0,-183.7437404211204,"{0: 9, 1: 5, 2: 9, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.9913164293825633}",20,0,-52.690804862735106,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9911087557830907}",25,0,-136.44882764966005,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.9908986392001478}",20,0,-119.81947195826308,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.9906860801516507}",20,3,-145.78625192371794,"{0: 7, 1: 1, 2: 7, 3: 0, 4: 2}",1
88,False,"{'a': 0.5, 'e': 0.9904710791615364}",20,0,-88.76851770598633,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.9902536367597605}",20,0,-104.27876886636942,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.9900337534822967}",25,0,-90.80946330093953,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.9898114298711352}",30,0,-132.97267110364845,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9895866664742815}",20,0,-127.35409451954976,"{0: 10, 1: 4, 2: 2, 3: 3, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9893594638457546}",20,0,-126.86762044238719,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9891298225455861}",25,0,-213.25603473248972,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
95,False,"{'a': 0.5, 'e': 0.9888977431398188}",20,0,-44.558732797685266,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.9886632262005052}",25,0,-29.93344660396204,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.9884262723057059}",20,0,-82.41759488647381,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.9881868820394885}",20,0,-11.355831824573716,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.9879450559919257}",20,0,-150.7787117409738,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.9877007947590948}",30,0,-300.88092037041184,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 5}",0
101,False,"{'a': 0.5, 'e': 0.9874540989430749}",25,0,-157.8856195710644,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
102,False,"{'a': 0.5, 'e': 0.9872049691519464}",25,0,-43.383927880535225,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.9869534059997894}",20,0,-131.23901977838975,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9866994101066816}",25,0,-101.20883567992382,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.9864429820986974}",20,0,-76.6624355036489,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.9861841226079061}",20,0,-87.22092755257734,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.9859228322723702}",20,0,-61.82613542444663,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9856591117361444}",20,0,-115.08678975039865,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9853929616492729}",35,11,-192.3276892046894,"{0: 12, 1: 5, 2: 2, 3: 2, 4: 3}",1
110,False,"{'a': 0.5, 'e': 0.9851243826677893}",25,0,-98.19180546947001,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9848533754537137}",25,0,-242.35115941227156,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 5}",0
112,False,"{'a': 0.5, 'e': 0.9845799406750515}",20,0,-68.89908575962609,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.984304079005792}",30,0,-128.97172275995038,"{0: 17, 1: 4, 2: 5, 3: 4, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.9840257911259065}",25,0,-112.52269242642721,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.9837450777213468}",20,0,-75.86264172655846,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.983461939484043}",20,0,-73.15838032252906,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9831763771119025}",25,4,-81.20466191061661,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.9828883913088079}",25,0,-40.088066037049465,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.9825979827846152}",25,6,-47.3985383610902,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.9823051522551522}",20,0,-99.98657548796722,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
121,False,"{'a': 0.5, 'e': 0.9820099004422168}",20,0,-99.9509737616869,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.981712228073575}",20,16,8.213139856215045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.9814121358829593}",20,0,-179.08791274091612,"{0: 8, 1: 4, 2: 3, 3: 3, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.9811096246100668}",30,0,-248.85586202835063,"{0: 14, 1: 3, 2: 7, 3: 3, 4: 3}",0
125,False,"{'a': 0.5, 'e': 0.9808046950005572}",30,0,-176.5695901796114,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
126,False,"{'a': 0.5, 'e': 0.9804973478060516}",20,0,-56.02883414455439,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9801875837841297}",20,0,-76.878208128251,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.9798754036983289}",30,0,-123.34351498862198,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.9795608083181417}",20,0,-138.7560714541018,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
130,False,"{'a': 0.5, 'e': 0.979243798419014}",20,0,-148.9153137419941,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
131,False,"{'a': 0.5, 'e': 0.9789243747823434}",25,0,-108.42687633104144,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.9786025381954769}",30,0,-194.04455581428982,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
133,False,"{'a': 0.5, 'e': 0.9782782894517097}",20,0,-176.9421888883486,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.977951629350282}",20,2,-98.65166972139627,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
135,False,"{'a': 0.5, 'e': 0.9776225586963783}",35,0,-215.0666418792246,"{0: 23, 1: 1, 2: 5, 3: 3, 4: 3}",0
136,False,"{'a': 0.5, 'e': 0.9772910783011246}",30,0,-217.38322851883234,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
137,False,"{'a': 0.5, 'e': 0.9769571889815868}",25,0,-112.04652967183048,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.9766208915607686}",20,0,-131.5574681230742,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.9762821868676093}",20,0,-36.45565843567187,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.9759410757369817}",25,0,-228.75465629620035,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
141,False,"{'a': 0.5, 'e': 0.9755975590096908}",20,0,-78.62789531069113,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.9752516375324707}",25,3,-177.06606943899322,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 4}",1
143,False,"{'a': 0.5, 'e': 0.9749033121579829}",30,0,-276.14874679236584,"{0: 13, 1: 1, 2: 12, 3: 0, 4: 4}",0
144,False,"{'a': 0.5, 'e': 0.9745525837448147}",25,0,-74.15625623618777,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9741994531574761}",20,2,-120.09372994395132,"{0: 8, 1: 4, 2: 3, 3: 2, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.9738439212663987}",25,6,-74.27983630414202,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
147,False,"{'a': 0.5, 'e': 0.9734859889479329}",20,0,-70.97183561283539,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.9731256570843458}",25,0,-71.62343073071959,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.9727629265638192}",20,0,-53.27175918036005,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.9723977982804476}",25,0,-154.2358292173422,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.9720302731342352}",20,0,-89.28317725216935,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.9716603520310948}",20,0,-82.26333646668253,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.9712880358828445}",20,0,-66.67223740054429,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.9709133256072064}",25,0,-81.06553352095936,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.9705362221278037}",25,0,-164.19451898182135,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
156,False,"{'a': 0.5, 'e': 0.9701567263741583}",25,0,-128.3607367814877,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.9697748392816894}",25,0,-98.34292069648643,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.96939056179171}",25,0,-146.34617033919486,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.9690038948514258}",20,0,-153.05636905408033,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.9686148394139318}",25,0,-145.13582898497793,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.9682233964382104}",30,4,-98.01562727224055,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.9678295668891295}",20,0,-121.39604046953713,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.9674333517374392}",20,0,-89.638463608335,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.96703475195977}",20,0,-127.70894974633565,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9666337685386303}",25,0,-100.08168213658797,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.9662304024624038}",25,0,-136.5282632396869,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9658246547253476}",35,0,-265.3464271089463,"{0: 17, 1: 7, 2: 6, 3: 0, 4: 5}",0
168,False,"{'a': 0.5, 'e': 0.965416526327589}",20,0,-103.5957355745936,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.9650060182751234}",25,0,-107.7375809409138,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9645931315798121}",20,0,-110.00181366164826,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.964177867259379}",30,0,-122.05301522824932,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9637602263374091}",20,0,-70.19118909165462,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9633402098433452}",35,0,-281.45265309435865,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 5}",0
174,False,"{'a': 0.5, 'e': 0.962917818812486}",30,7,-97.50149769283645,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 2}",1
175,False,"{'a': 0.5, 'e': 0.9624930542859825}",20,0,-139.69302900073586,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
176,False,"{'a': 0.5, 'e': 0.962065917310837}",20,0,-44.658706711071545,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.961636408939899}",25,0,-59.67326236162543,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9612045302318634}",20,0,-167.3358085174727,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
179,False,"{'a': 0.5, 'e': 0.9607702822512679}",30,1,-195.96365246389925,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 4}",1
180,False,"{'a': 0.5, 'e': 0.9603336660684902}",25,0,-121.26924907577796,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.9598946827597452}",20,0,-30.616050879343113,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.9594533334070827}",25,0,-51.027732339543114,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9590096190983844}",25,0,-84.59117981855411,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9585635409273616}",30,0,-146.54343564957847,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.9581150999935522}",20,0,-132.35326178665602,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9576642974023177}",25,0,-118.1143803181141,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9572111342648416}",35,0,-132.72322957023354,"{0: 20, 1: 6, 2: 7, 3: 1, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.9567556116981252}",25,0,-150.78968765654298,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9562977308249859}",20,0,-45.32052327010768,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9558374927740542}",20,3,17.073008223529946,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.9553748986797704}",20,0,-101.58290567488257,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9549099496823826}",20,9,-56.905985324110866,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.9544426469279434}",20,0,-91.46308149716214,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.953972991568307}",30,10,-107.38254127340703,"{0: 11, 1: 1, 2: 4, 3: 4, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.9535009847611265}",20,0,-116.92390573700928,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9530266276698517}",25,0,-52.56123861448752,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9525499214637247}",20,0,-76.41022235107937,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9520708673177787}",30,0,-167.6986430120434,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
199,False,"{'a': 0.5, 'e': 0.9515894664128338}",20,5,-42.82198183443779,"{0: 8, 1: 5, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.951105719935495}",25,0,-188.1901709533512,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
201,False,"{'a': 0.5, 'e': 0.9506196290781486}",25,14,-113.31807867959967,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 2}",1
202,False,"{'a': 0.5, 'e': 0.9501311950389598}",20,0,-65.43125464207688,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9496404190218695}",20,11,-21.97857134108669,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.949147302236591}",20,15,6.799152757162426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.948651845898608}",20,9,-34.564230037672516,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.9481540512291703}",25,0,-206.17367268646157,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.9476539194552916}",25,0,-188.5782596137855,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
208,False,"{'a': 0.5, 'e': 0.9471514518097469}",20,0,-188.83142845685762,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
